gen,seed,avg_fit,max_fit,avg_size,max_size,test,best_tree
0,1714422475.8191285,0.13151209399613636,0.9009210565033686,9.405,53,,
1,1714422475.8191285,0.3204934122750182,0.9009210565033686,8.165,59,,
2,1714422475.8191285,0.4727228104901943,0.9015436702232128,9.035,59,,
3,1714422475.8191285,0.6477240642456108,0.9009210565033686,7.78,59,,
4,1714422475.8191285,0.7380648540048681,0.9022537631607823,6.65,22,,
5,1714422475.8191285,0.7863208761702589,0.9024802021667977,5.42,21,,
6,1714422475.8191285,0.8087992885339133,0.9029243793983693,4.87,19,,
7,1714422475.8191285,0.8199592573410988,0.9029243793983693,4.285,12,,
8,1714422475.8191285,0.8055552973519622,0.9029243793983693,4.43,15,,
9,1714422475.8191285,0.815508074657022,0.9031569642618344,4.655,17,,
10,1714422475.8191285,0.8511812747290586,0.9036781256945469,4.645,21,,
11,1714422475.8191285,0.850821818744013,0.9036781256945469,5.055,21,,
12,1714422475.8191285,0.8406582658956994,0.9038413104996528,5.445,15,,
13,1714422475.8191285,0.8492189680281729,0.9038413104996528,5.975,13,,
14,1714422475.8191285,0.8467778138266084,0.9038413104996528,6.795,18,,
15,1714422475.8191285,0.8656419187933535,0.9038413104996528,7.39,17,,
16,1714422475.8191285,0.8612883045372917,0.90464979796085,7.965,19,,
17,1714422475.8191285,0.8541816368093487,0.90464979796085,9.205,23,,
18,1714422475.8191285,0.8598887562144449,0.9044790328500488,10.605,24,,
19,1714422475.8191285,0.8743225246721861,0.9044854237698009,12.38,28,,
20,1714422475.8191285,0.874118990183218,0.904581237675342,13.565,33,,
,,,,,,0.896202545132819,
,,,,,,,"vec_add(vec_add(vec_add(w4, w1), w2), vec_add(w3, vec_add(w1, w0)))"
