gen,seed,avg_fit,max_fit,avg_size,max_size,test,best_tree
0,1714431679.089743,0.15375758680207918,0.8995582323765774,9.025,53,,
1,1714431679.089743,0.3537897540381546,0.8995582323765774,7.875,41,,
2,1714431679.089743,0.5643199564042303,0.9004614095945158,8.485,40,,
3,1714431679.089743,0.6529424972699687,0.9006381444065245,6.79,40,,
4,1714431679.089743,0.736746235926357,0.9018525906884126,5.46,44,,
5,1714431679.089743,0.8277363789625531,0.9023957899044909,4.41,14,,
6,1714431679.089743,0.8324146047235134,0.9029243793983693,4.545,16,,
7,1714431679.089743,0.8294390865789333,0.9038013766858646,4.89,11,,
8,1714431679.089743,0.8256226479791163,0.9038013766858646,5.45,15,,
9,1714431679.089743,0.8615028145241499,0.9039477389787174,5.84,15,,
10,1714431679.089743,0.830048949070473,0.9039477389787174,6.31,17,,
11,1714431679.089743,0.8536892223899851,0.9040681186884659,6.68,17,,
12,1714431679.089743,0.8556878166773025,0.9045049706258798,7.5,21,,
13,1714431679.089743,0.8701791446082713,0.9041444273727772,8.905,23,,
14,1714431679.089743,0.8753240158676447,0.9044433155793424,9.87,23,,
15,1714431679.089743,0.8636735483206607,0.9042705191808146,11.2,27,,
16,1714431679.089743,0.8639235554535968,0.9041801025594614,12.865,33,,
17,1714431679.089743,0.8663358472760162,0.9047221428306405,14.39,29,,
18,1714431679.089743,0.8843464906866595,0.9047221428306405,15.72,37,,
19,1714431679.089743,0.8896051148617967,0.9047553733986669,16.225,38,,
20,1714431679.089743,0.886103790349681,0.9047553733986669,16.91,33,,
,,,,,,0.8964062242375894,
,,,,,,,"vec_add(vec_add(vec_add(vec_add(w1, w2), w0), w3), vec_add(w2, vec_add(w4, vec_add(w3, w1))))"
