gen,seed,avg_fit,max_fit,avg_size,max_size,test,best_tree
0,1714430715.6326737,0.17421360931440874,0.8995582323765774,9.25,55,,
1,1714430715.6326737,0.41903473789903933,0.8995582323765774,8.105,53,,
2,1714430715.6326737,0.6045183487900051,0.9009210565033686,8.19,39,,
3,1714430715.6326737,0.7260013161666334,0.9019040581445722,7.385,39,,
4,1714430715.6326737,0.7645884595284171,0.9022537631607823,6.315,35,,
5,1714430715.6326737,0.8466339878428346,0.9029243793983693,5.08,31,,
6,1714430715.6326737,0.8248658279912899,0.9026672060803422,4.315,12,,
7,1714430715.6326737,0.8121013342575499,0.9026672060803422,4.435,11,,
8,1714430715.6326737,0.8220082877993846,0.9028852091414004,4.425,12,,
9,1714430715.6326737,0.8226599877618109,0.9031369221173463,4.935,12,,
10,1714430715.6326737,0.8395235472104329,0.9031369221173463,5.29,18,,
11,1714430715.6326737,0.8425955827632476,0.9031369221173463,5.54,14,,
12,1714430715.6326737,0.8486036483971432,0.9031369221173463,5.58,13,,
13,1714430715.6326737,0.8534418781618434,0.9039773851458857,5.835,13,,
14,1714430715.6326737,0.8448077496497293,0.9039773851458857,6.335,13,,
15,1714430715.6326737,0.8624536867119349,0.9039773851458857,6.815,19,,
16,1714430715.6326737,0.8457100867582334,0.9042442834669139,7.225,25,,
17,1714430715.6326737,0.8624029760405969,0.9042442834669139,8.295,20,,
18,1714430715.6326737,0.881117696738727,0.9042442834669139,8.71,21,,
19,1714430715.6326737,0.8644092358671678,0.9042442834669139,9.785,23,,
20,1714430715.6326737,0.8802369180998947,0.9047209456649637,10.18,22,,
,,,,,,0.8962347220876563,
,,,,,,,"vec_add(vec_add(w2, vec_add(w1, w4)), vec_add(vec_add(w0, w4), w3))"
